number_of_pedestrians,number_of_vehicles,number_of_two_wheel_vehicles,proportion_of_speeding_vehicles,proportion_of_vehicles_without_lights,proportion_of_light_ignoring_vehicles,light_ignoring_percent,proportion_of_sign_ignoring_vehicles,sign_ignoring_percent,proportion_of_vehicle_ignoring_vehicles,vehicle_ignoring_percent,proportion_of_walker_ignoring_vehicles,walker_ignoring_percent,proportion_of_keeping_right_vehicles,keeping_right_percent,proportion_of_lane_changing_vehicles,lane_change_percent,proportion_of_misbehaving_pedestrians,proportion_of_running_pedestrians,proportion_of_road_crossing_pedestrians,number_of_junctions,distance_in_metres,area_in_square_metres,cloudiness,precipitation,precipitation_deposits,wind_intensity,sun_azimuth_angle,sun_altitude_angle,fog_density,fog_distance,wetness,fog_falloff,scattering_intensity,mie_scattering_scale,rayleigh_scattering_scale,dust_storm,difficulty
25,74,12,0.3053,0.3637,0.2634,21.8181,0.1804,22.7352,0.25,24.0105,0.2691,30.1187,0.2046,31.7313,0.4483,31.979,0.2442,0.2932,0.3462,6.9538,2262.5595,3020945.5728,58.5013,4.3232,0.0,31.5312,283.2304,62.8516,11.8751,0.0,31.125,0.0979,1.2344,0.0289,0.0363,0.0,204.9001
24,55,10,0.2345,0.3702,0.2548,25.5182,0.2034,27.556,0.2241,28.438,0.2947,24.3496,0.177,33.3718,0.4262,29.7878,0.2303,0.2435,0.3578,7.0674,2081.0967,2774573.8819,59.5655,6.0219,0.0,30.3797,325.8388,77.3252,11.7232,0.0,30.3724,0.1104,0.8719,0.0273,0.0396,0.0,260.3164
21,75,11,0.2708,0.2848,0.2272,26.4771,0.193,27.9942,0.3098,24.5131,0.3235,25.5397,0.1904,27.8321,0.4987,30.4258,0.2824,0.2829,0.2881,5.5159,2278.9006,3544632.1303,54.8004,5.9408,0.0,29.7265,322.0485,65.5865,11.3004,0.0,27.5247,0.1028,1.0972,0.0364,0.0397,0.0,254.6216
23,53,10,0.2718,0.3239,0.242,29.6165,0.1886,21.5264,0.2746,25.4261,0.3139,23.0963,0.1684,31.2123,0.4929,37.4648,0.2693,0.2226,0.3724,7.1619,1898.7334,3493988.251,50.3988,5.3087,0.0,29.5779,360.0,61.1057,10.6272,0.0,29.8166,0.092,1.0581,0.0313,0.0298,0.0,226.9578
18,53,12,0.31,0.3692,0.2577,23.9637,0.1564,26.3431,0.2966,28.7248,0.269,26.5398,0.1991,34.8455,0.4891,33.396,0.238,0.2515,0.262,6.4318,2111.6505,3396815.4577,43.5591,5.9588,0.0,26.4949,335.991,59.4744,9.5523,0.0,21.8438,0.1071,1.1882,0.0299,0.0325,0.0,278.4845
20,62,9,0.3095,0.3178,0.2722,28.4496,0.2128,22.4849,0.3035,28.1428,0.3157,30.9499,0.1615,31.2796,0.4607,34.3006,0.2855,0.3023,0.3605,5.9787,1575.504,3143427.0479,48.8958,6.2195,0.0,31.6895,360.0,57.217,12.203,0.0,29.9954,0.1192,0.9107,0.0325,0.0317,0.0,235.7475
20,54,9,0.2925,0.3395,0.2071,30.9006,0.163,23.2544,0.2952,28.1788,0.3415,22.8508,0.1766,26.0414,0.3523,37.2774,0.272,0.2314,0.3539,5.3034,1905.9417,3486939.7316,49.3421,5.9191,0.0,36.7446,346.1233,58.2942,9.4062,0.0,24.9108,0.0993,0.9203,0.0289,0.0286,0.0,284.1937
19,60,11,0.2549,0.2806,0.2427,30.801,0.1605,27.3481,0.2592,24.7263,0.2838,30.6095,0.2144,29.9187,0.4316,31.9218,0.2144,0.2257,0.2757,5.5582,2197.4091,3534370.3533,53.35,5.3622,0.0,30.9537,358.0406,59.2633,10.0595,0.0,31.7379,0.0991,1.1913,0.0324,0.0298,0.0,287.7119
23,63,9,0.2599,0.3722,0.2098,28.4666,0.2165,24.7475,0.2869,27.1015,0.2799,29.3828,0.2148,37.0773,0.4016,35.5388,0.2306,0.2591,0.3595,6.8077,2061.7951,2959655.9824,45.8588,4.8286,0.0,34.2981,269.3094,56.8944,12.14,0.0,27.4055,0.1163,1.0992,0.0302,0.0312,0.0,287.7633
21,74,12,0.2648,0.2824,0.2161,26.8971,0.2078,30.4116,0.2976,25.0125,0.2717,29.9784,0.1945,32.946,0.4215,26.4954,0.225,0.3046,0.3622,6.2206,1652.8157,3146588.9091,52.2442,5.038,0.0,35.3152,356.1594,55.5483,12.392,0.0,26.6812,0.1055,1.1027,0.0287,0.0341,0.0,230.7457
19,64,12,0.276,0.314,0.2294,27.0229,0.2084,24.4166,0.3067,23.7032,0.2548,24.5261,0.2048,32.4912,0.3407,30.8465,0.2409,0.3034,0.3399,6.3705,1805.2303,2862694.9773,54.4405,5.0632,0.0,30.2818,333.7802,56.5597,9.8727,0.0,28.0583,0.1235,0.9326,0.0274,0.03,0.0,204.1151
19,57,12,0.2915,0.3101,0.1979,26.8139,0.1739,29.8635,0.2585,23.9567,0.2384,25.7029,0.1598,31.7972,0.4138,34.9246,0.2548,0.2251,0.2948,7.4334,1842.3291,3307226.4895,43.5252,4.251,0.0,34.9276,340.2998,63.8285,8.8295,0.0,27.9748,0.116,0.8618,0.0319,0.0323,0.0,217.3973
24,54,10,0.2863,0.3242,0.239,24.6332,0.1843,24.714,0.2472,27.5111,0.3058,23.5885,0.1826,29.2848,0.4427,26.9579,0.2258,0.2644,0.3362,6.0868,2278.8081,3517835.6782,45.3985,4.4351,0.0,28.2609,278.506,69.7328,11.2448,0.0,22.5011,0.122,0.9792,0.0369,0.0362,0.0,242.1591
19,72,11,0.2531,0.275,0.225,21.5425,0.174,30.8106,0.252,22.4195,0.2475,21.8997,0.1983,27.9006,0.4083,28.5884,0.2683,0.2566,0.3456,5.2885,1734.35,3507716.5297,50.4482,4.8976,0.0,26.143,267.3535,68.7278,9.6344,0.0,27.8639,0.1134,1.1918,0.033,0.0283,0.0,223.5048
17,73,12,0.2167,0.3639,0.2507,29.9266,0.1665,22.1024,0.2701,21.1107,0.3017,21.6995,0.168,35.7069,0.3574,30.1142,0.206,0.2891,0.2906,7.1427,1981.2374,3216412.3514,43.4522,4.9289,0.0,31.5134,359.711,72.9026,11.6127,0.0,24.3017,0.1002,0.9836,0.032,0.0326,0.0,288.7365
22,68,10,0.2557,0.2581,0.2399,29.7251,0.1604,29.3085,0.3076,28.537,0.2758,23.3901,0.1837,33.0101,0.4312,26.0612,0.2095,0.3119,0.3066,7.3354,2164.7336,2766505.1307,60.1651,5.3062,0.0,29.7949,255.1352,66.2902,12.2887,0.0,31.7924,0.124,1.0162,0.0366,0.033,0.0,269.6569
24,62,11,0.2283,0.3116,0.2376,28.1885,0.2053,26.4385,0.2519,23.1253,0.2901,27.5803,0.1662,27.7158,0.4522,33.4758,0.267,0.295,0.3374,7.0955,2253.1465,2830602.6171,44.8264,5.5806,0.0,36.155,360.0,66.0456,11.9116,0.0,27.965,0.0981,1.2169,0.029,0.0388,0.0,254.015
21,55,12,0.2911,0.3202,0.1909,24.104,0.1847,29.4736,0.2433,22.897,0.2524,24.4235,0.2088,36.1596,0.3816,32.4824,0.2391,0.2571,0.3233,6.129,1870.8927,3264798.4917,56.2029,4.9642,0.0,32.9776,320.7542,80.965,9.8339,0.0,28.762,0.1051,1.1752,0.0364,0.0362,0.0,209.4067
19,55,11,0.2993,0.3101,0.2362,24.6902,0.1718,27.8809,0.3123,24.1343,0.3006,29.8591,0.1543,31.6039,0.3481,34.9601,0.2244,0.2235,0.2886,7.1336,1805.7944,2687197.1091,56.7088,5.7243,0.0,30.9873,327.3244,57.3555,9.6361,0.0,29.429,0.0903,1.133,0.0367,0.0361,0.0,229.836
22,66,10,0.2477,0.3317,0.2126,28.6149,0.1971,26.1393,0.2401,20.4638,0.2898,29.4554,0.1489,35.0406,0.4788,27.8432,0.2916,0.2728,0.2752,5.3592,2179.4517,2982770.9637,57.7257,5.5743,0.0,28.804,357.8835,69.0126,9.9473,0.0,23.3142,0.0863,0.9463,0.0344,0.0296,0.0,292.3031
21,65,9,0.2609,0.3117,0.2117,27.164,0.1792,26.7612,0.2189,22.1596,0.2909,31.116,0.1683,27.6143,0.386,27.748,0.2826,0.2379,0.3396,6.2,2044.5391,3562527.3954,52.3121,5.7897,0.0,30.434,270.4551,75.0088,11.2579,0.0,31.7764,0.0936,1.2452,0.0329,0.0407,0.0,276.0603
19,51,12,0.2841,0.3023,0.2006,29.1522,0.1723,29.8881,0.2973,28.6841,0.308,23.0234,0.2187,36.9936,0.4075,29.7324,0.2868,0.2781,0.3419,6.7091,2262.4913,3391137.4998,58.674,5.3664,0.0,28.4605,360.0,58.8363,10.4978,0.0,27.2537,0.1076,0.942,0.0269,0.0306,0.0,222.6826
23,53,11,0.2914,0.3048,0.1943,30.5023,0.1944,25.1528,0.262,23.028,0.2459,25.5551,0.1729,34.0602,0.3407,34.4498,0.2808,0.2616,0.3573,6.0841,2272.0276,3287980.6583,56.7675,5.5311,0.0,33.2217,276.8857,55.7272,10.732,0.0,31.5466,0.0986,0.9777,0.0263,0.0375,0.0,241.88
21,61,11,0.3042,0.3434,0.1981,27.5016,0.1791,26.7847,0.2769,22.4891,0.2974,29.5015,0.1916,32.7037,0.4437,28.465,0.2583,0.2701,0.3051,7.2084,2262.4503,3303002.2924,50.8925,4.3727,0.0,26.8391,334.1893,61.6833,11.1831,0.0,26.0495,0.0953,1.1742,0.0334,0.0294,0.0,252.6917
24,52,9,0.2577,0.3493,0.216,22.1006,0.2048,29.2942,0.253,23.7166,0.3214,28.4238,0.151,31.0505,0.3416,34.057,0.2572,0.2409,0.3032,6.6738,1737.9459,3274836.6463,58.1908,4.3377,0.0,33.5207,300.1744,57.454,8.8787,0.0,24.1176,0.0969,0.9183,0.0356,0.0361,0.0,288.4973
25,70,10,0.2613,0.3556,0.2573,22.6597,0.2122,27.8432,0.2826,26.1956,0.2736,28.687,0.1752,28.4656,0.4055,33.3632,0.2295,0.2915,0.3513,5.6897,1945.8521,3637785.1437,56.7698,6.0583,0.0,28.3116,358.3966,69.6072,8.8796,0.0,22.3769,0.0974,1.2329,0.0295,0.039,0.0,242.6503
21,51,11,0.2742,0.282,0.2494,29.139,0.2036,25.6734,0.277,21.6718,0.2966,30.1389,0.1663,34.3149,0.4434,27.7142,0.235,0.2721,0.2995,5.7575,2251.3942,3828314.1318,59.3986,4.9192,0.0,28.553,267.6505,80.2482,10.0536,0.0,27.7989,0.1236,1.2005,0.0356,0.0374,0.0,250.7662
19,54,9,0.2449,0.3416,0.1974,29.6203,0.1548,24.4786,0.292,25.2154,0.252,25.3065,0.2125,31.5073,0.3866,33.1394,0.243,0.298,0.3154,6.5052,2064.8409,3315447.0543,57.5054,6.14,0.0,29.1471,286.6797,65.745,9.6282,0.0,25.5765,0.0886,1.1901,0.0361,0.0297,0.0,259.6398
20,62,12,0.3029,0.3262,0.1906,26.7226,0.1504,26.7487,0.2174,20.5876,0.2817,21.874,0.1705,33.2893,0.4485,26.0936,0.2537,0.2621,0.3143,6.7475,2091.3065,2902262.2801,45.625,4.8157,0.0,35.1706,316.8956,59.3276,10.2341,0.0,22.1639,0.1139,1.0067,0.0307,0.0378,0.0,237.6662
23,68,11,0.2845,0.324,0.2557,29.1003,0.1503,24.3116,0.222,23.7131,0.3121,30.4633,0.2075,30.1894,0.488,29.2246,0.259,0.2701,0.2899,5.6773,2028.8458,3532234.2465,61.657,5.5808,0.0,30.5138,360.0,77.1854,12.0201,0.0,25.5943,0.1045,0.9858,0.0366,0.0335,0.0,211.2571
19,60,10,0.2414,0.3626,0.228,27.9232,0.1509,26.7947,0.2596,28.5454,0.3107,23.156,0.1725,32.7225,0.4,31.1573,0.273,0.242,0.3123,6.1711,2055.8773,3501951.2768,49.586,5.419,0.0,27.9242,360.0,60.9606,10.2571,0.0,26.7946,0.1184,1.0179,0.0268,0.0375,0.0,209.9586
25,51,12,0.3004,0.2844,0.2372,24.9769,0.1753,22.5601,0.2812,27.6355,0.2385,25.0625,0.1777,29.5588,0.4631,33.7675,0.2359,0.2939,0.3393,5.5756,1858.4962,3066482.6231,48.0445,5.4339,0.0,27.8584,286.861,70.9631,11.981,0.0,23.5911,0.1025,1.0815,0.0297,0.0398,0.0,225.1605
18,69,10,0.284,0.3592,0.235,27.847,0.2116,22.0833,0.3105,24.2039,0.3042,21.2787,0.1945,35.4977,0.4826,35.9442,0.2904,0.2148,0.2982,5.6149,1898.9874,2800106.9608,53.6709,4.3673,0.0,33.9624,270.8788,78.5195,11.0557,0.0,26.9275,0.1174,1.1887,0.0367,0.0352,0.0,208.5674
23,57,9,0.2807,0.3676,0.2365,30.4198,0.2182,25.6034,0.2963,22.5633,0.2415,25.8014,0.1607,32.6064,0.4698,34.1386,0.2774,0.2149,0.2839,6.0318,2053.419,3331934.983,52.1183,5.4171,0.0,34.702,360.0,75.2591,12.4003,0.0,25.2592,0.124,0.8915,0.0312,0.0292,0.0,284.7139
21,65,11,0.2408,0.3032,0.2257,26.6155,0.1626,28.0777,0.303,28.4665,0.3212,22.3154,0.2095,32.7481,0.4021,34.9047,0.243,0.2607,0.2627,5.8287,1915.2515,3559017.381,57.8033,5.7735,0.0,27.2941,295.6392,71.0641,11.0124,0.0,25.1631,0.0912,0.901,0.0307,0.041,0.0,212.0067
23,72,11,0.2858,0.2869,0.2687,31.1665,0.1834,30.2021,0.2705,26.9131,0.2727,26.5674,0.1882,37.2867,0.4024,33.0701,0.2834,0.2596,0.3204,5.2334,1917.8807,3172302.0123,44.395,6.1534,0.0,35.4162,360.0,66.0882,12.1819,0.0,25.2866,0.1015,1.1281,0.0368,0.0313,0.0,215.0443
23,72,12,0.2662,0.2562,0.2344,29.4663,0.1912,28.8712,0.2938,24.9491,0.3037,29.2552,0.1903,30.1745,0.3945,34.2705,0.2459,0.2915,0.2573,7.2955,1944.703,3806052.6221,59.7932,4.786,0.0,33.741,358.021,74.6367,11.8811,0.0,26.051,0.1105,1.0646,0.0309,0.0306,0.0,232.9308
22,57,9,0.2413,0.3545,0.2243,24.04,0.179,23.5756,0.2171,22.3744,0.3176,22.3,0.1972,33.1951,0.3639,27.5224,0.2122,0.2657,0.281,6.2142,2158.593,2760398.8489,56.6329,5.8769,0.0,29.0852,337.4507,71.1822,8.6455,0.0,30.3011,0.0996,1.0676,0.0294,0.037,0.0,209.6757
19,71,12,0.2964,0.3679,0.1923,30.0752,0.1658,24.3635,0.2738,22.7611,0.3414,29.8577,0.1823,26.8759,0.4271,27.7736,0.2295,0.3106,0.2759,5.2082,1878.6109,3542428.3877,61.0153,5.8247,0.0,33.6516,329.1531,60.5901,11.2423,0.0,24.3224,0.1131,1.1729,0.0256,0.0356,0.0,227.9812
22,53,12,0.2624,0.3439,0.2631,21.8738,0.1518,23.6113,0.2994,24.3368,0.2981,29.8317,0.1645,29.2969,0.4716,32.126,0.2742,0.2185,0.298,6.8867,2276.3283,3740272.7717,44.3308,4.3583,0.0,29.5647,292.8137,71.3164,10.8684,0.0,21.9817,0.0908,1.1101,0.0282,0.0404,0.0,271.0173
19,52,12,0.2145,0.3256,0.2178,21.4042,0.1789,28.7409,0.3079,22.9122,0.3359,27.1357,0.1787,26.4383,0.4296,37.0579,0.2398,0.2737,0.3238,5.5955,1796.1931,2767517.2894,50.9765,5.3994,0.0,26.0057,360.0,69.8771,8.7418,0.0,26.8778,0.1005,1.2266,0.0334,0.0384,0.0,244.3921
23,51,9,0.3111,0.3646,0.2419,24.4182,0.1662,23.4108,0.2271,28.6416,0.3288,24.6309,0.2137,29.6244,0.3974,33.5355,0.2009,0.2128,0.2585,5.8284,1739.0897,2803193.2739,48.4283,5.3893,0.0,29.5371,360.0,58.9843,9.2555,0.0,29.6034,0.0996,0.9534,0.0335,0.036,0.0,253.9634
19,54,12,0.236,0.3333,0.2051,25.9217,0.1705,30.0035,0.2595,23.3169,0.2991,24.4895,0.1546,35.1247,0.4538,26.8325,0.2519,0.26,0.2607,5.9084,2237.7925,3847644.3524,45.1977,6.2176,0.0,27.1561,352.3759,69.5597,10.2207,0.0,25.6144,0.1167,0.9026,0.0301,0.03,0.0,216.4245
25,54,9,0.2776,0.3638,0.2211,21.9902,0.1584,24.6405,0.2991,20.3199,0.2669,23.1445,0.2168,35.592,0.4542,31.0445,0.2229,0.2556,0.3172,5.1429,1597.7301,3693100.1593,44.012,6.1583,0.0,32.1018,329.2423,73.5995,12.3694,0.0,31.8854,0.1087,1.1473,0.0335,0.0363,0.0,299.1843
25,65,10,0.2205,0.3201,0.2101,27.2067,0.1688,31.11,0.2608,19.8472,0.3219,21.5078,0.2167,36.1122,0.3965,27.624,0.2737,0.2471,0.2579,7.4646,1589.1606,2694277.0048,52.1546,5.8281,0.0,33.4652,286.0372,60.8835,9.4638,0.0,31.3172,0.104,0.9343,0.0299,0.037,0.0,271.9116
19,59,11,0.276,0.3292,0.2544,25.416,0.1951,28.764,0.2549,27.43,0.3111,27.2139,0.1846,26.1661,0.3459,29.7068,0.2464,0.2288,0.3445,6.5053,1974.5302,3625391.8664,51.9485,5.543,0.0,36.1036,264.3501,60.9507,11.0485,0.0,27.0433,0.0938,1.0333,0.0296,0.0318,0.0,248.2745
23,58,12,0.2217,0.2929,0.224,23.8966,0.1735,29.9353,0.2757,23.6111,0.2752,23.1346,0.1917,31.4974,0.4064,28.4226,0.2026,0.2662,0.2839,6.2007,1676.8922,3230031.1223,60.8528,5.9164,0.0,31.7472,310.1942,58.7159,12.0467,0.0,31.208,0.122,1.2162,0.0277,0.0353,0.0,258.5985
23,71,10,0.2413,0.3264,0.2609,21.5112,0.1753,26.475,0.2651,25.9245,0.3211,30.0848,0.1897,31.2583,0.4626,28.0341,0.2147,0.2355,0.2853,5.636,1890.9782,3694276.3412,49.8012,5.8504,0.0,26.9952,345.0429,69.3122,12.043,0.0,28.7349,0.1181,1.1069,0.0317,0.0337,0.0,246.5421
18,58,10,0.2799,0.362,0.217,23.9246,0.1691,21.3529,0.2399,23.3927,0.2454,24.4147,0.1912,31.9789,0.3947,30.9547,0.2016,0.2282,0.3484,6.0441,2033.2651,3354230.0885,45.8939,4.9062,0.0,32.3023,329.4309,63.2933,10.5879,0.0,31.4795,0.105,1.1583,0.0284,0.0288,0.0,252.4356
19,56,12,0.2558,0.3095,0.2536,30.4726,0.1764,28.178,0.2896,22.1616,0.2813,28.4777,0.1497,28.7338,0.3534,28.7388,0.2347,0.2594,0.3055,6.3849,2111.2015,3135219.9891,61.4896,4.9439,0.0,28.0768,334.477,75.0419,9.57,0.0,31.1113,0.117,0.8801,0.0313,0.0327,0.0,228.0968
23,55,12,0.2444,0.2571,0.2119,26.5197,0.1746,27.9531,0.2668,23.7617,0.2523,30.7761,0.1818,27.6032,0.3725,35.8164,0.2544,0.2795,0.293,5.7934,1693.867,3489564.1793,59.458,5.4204,0.0,36.74,360.0,78.495,10.757,0.0,22.9945,0.1084,1.1238,0.0269,0.0371,0.0,295.9828
22,55,12,0.2918,0.2708,0.206,26.263,0.1811,25.9947,0.2879,26.1325,0.2596,24.0343,0.204,31.4601,0.4909,28.5267,0.2701,0.2808,0.3368,5.8794,2081.2924,2754380.0362,60.9205,5.0992,0.0,32.319,324.4659,79.8911,10.2273,0.0,26.9885,0.0967,1.2254,0.0374,0.0286,0.0,218.3695
20,74,11,0.2462,0.2612,0.2409,25.7832,0.1521,23.2521,0.2486,25.009,0.3162,27.9218,0.1584,32.2825,0.4342,29.1533,0.2847,0.2912,0.2733,6.7636,1576.2511,2661822.0082,59.3558,4.867,0.0,26.2472,333.8606,61.9867,10.387,0.0,23.2453,0.1049,1.1575,0.0296,0.0408,0.0,230.1747
25,62,10,0.2831,0.3682,0.228,23.245,0.2057,25.8719,0.2135,27.3391,0.2915,24.5104,0.1604,28.304,0.3543,33.6507,0.2878,0.2142,0.2723,5.2044,1823.3717,2810369.9893,60.4687,5.2747,0.0,34.6267,296.9357,61.5593,12.095,0.0,30.779,0.1178,1.0716,0.0357,0.0336,0.0,298.9291
20,64,10,0.2604,0.3474,0.1966,26.1455,0.1552,29.5342,0.3057,24.5984,0.2728,25.44,0.1971,34.6767,0.371,28.2577,0.2814,0.2794,0.272,5.5106,1564.3958,3174347.7508,46.2309,6.1039,0.0,29.6718,296.468,55.8177,12.3067,0.0,31.583,0.1181,1.1926,0.034,0.034,0.0,229.8072
19,59,11,0.2863,0.3505,0.2051,26.7972,0.1608,28.187,0.2225,28.0695,0.3425,24.3346,0.2081,31.2202,0.4077,35.0805,0.2737,0.3,0.3371,5.8932,1867.0257,2972569.0762,45.1931,5.546,0.0,25.6447,292.1668,67.5333,9.3885,0.0,28.5716,0.087,0.9743,0.0364,0.0397,0.0,299.8435
25,63,12,0.2647,0.3113,0.2436,25.7699,0.1531,29.6998,0.3012,20.1039,0.3298,25.0716,0.2039,36.793,0.3486,35.5162,0.2042,0.2512,0.3279,6.8435,1909.5936,3386159.8136,56.0659,4.6815,0.0,36.6498,292.8894,61.047,8.6014,0.0,24.1355,0.1019,1.1257,0.0357,0.0359,0.0,263.6804
24,56,12,0.2598,0.327,0.2706,23.3931,0.1793,27.8061,0.2231,27.6395,0.2526,29.6351,0.1766,29.7289,0.4944,36.9091,0.2205,0.3012,0.2657,5.3861,2239.305,3530634.0536,55.8316,6.053,0.0,29.3717,292.5883,71.5943,10.501,0.0,23.7552,0.121,1.1062,0.0331,0.0352,0.0,226.6442
24,64,10,0.2994,0.3646,0.254,22.9416,0.2003,21.3563,0.259,28.4827,0.3163,29.4247,0.1508,33.4042,0.4834,26.2718,0.2132,0.2402,0.363,7.4236,1899.841,2865411.2364,52.337,4.3951,0.0,30.1946,292.0011,56.9505,12.3754,0.0,31.5113,0.122,0.9492,0.0373,0.0283,0.0,290.6295
21,51,10,0.3096,0.2856,0.2299,27.0224,0.1616,22.5214,0.2758,27.6949,0.3321,26.5188,0.1529,26.1844,0.3527,31.7769,0.2332,0.2756,0.2711,7.1093,1777.4139,2665049.022,57.3913,5.8757,0.0,32.7592,289.7532,70.9665,8.907,0.0,27.4539,0.1137,1.0301,0.0309,0.0299,0.0,212.4021
19,73,11,0.2962,0.2981,0.2429,22.2268,0.1911,24.42,0.2277,20.923,0.3271,23.081,0.1828,28.6333,0.3516,29.7319,0.274,0.2182,0.3302,5.2283,2123.794,2764711.6188,52.3108,4.703,0.0,27.7562,331.864,61.2459,12.2271,0.0,30.1358,0.1224,1.1982,0.0258,0.0356,0.0,279.9901
22,64,12,0.2885,0.2738,0.2146,24.8331,0.2151,24.8803,0.2751,22.7868,0.3397,23.1077,0.1767,36.4074,0.4382,36.1186,0.2177,0.2928,0.3226,6.2432,1911.8048,3145370.4598,61.5356,5.0482,0.0,33.4858,312.6468,72.1616,10.7494,0.0,26.4715,0.1023,1.048,0.0311,0.0336,0.0,231.1787
23,68,10,0.2455,0.3374,0.1895,25.4204,0.2124,28.4469,0.271,20.4846,0.2855,28.015,0.1752,37.3203,0.4818,35.8775,0.2331,0.2661,0.3099,5.3705,1662.014,3420047.7117,45.6216,5.8828,0.0,33.7634,296.3808,61.6537,12.2561,0.0,25.1363,0.0873,0.8509,0.0374,0.0327,0.0,275.4706
20,60,10,0.2597,0.3069,0.2563,30.5003,0.1737,23.3665,0.3086,23.9915,0.3019,30.9144,0.1518,27.7636,0.4114,28.6989,0.2668,0.2328,0.3341,5.364,2028.4625,3332912.5123,43.6889,5.9814,0.0,33.7951,341.0031,66.6807,12.1281,0.0,21.9077,0.1186,1.1086,0.0308,0.0299,0.0,208.518
22,75,9,0.2157,0.2941,0.2198,27.5022,0.1858,26.1548,0.2649,24.9348,0.2629,29.6192,0.156,29.0034,0.4681,32.101,0.2241,0.2449,0.2696,5.6436,2269.2204,3121297.7045,49.3749,5.1192,0.0,36.5935,334.5891,64.9923,11.4319,0.0,30.8231,0.1097,0.9761,0.0256,0.0351,0.0,261.2907
18,75,11,0.3007,0.2752,0.2475,28.9231,0.1947,27.1929,0.3125,28.4837,0.2708,30.703,0.1734,27.0658,0.3711,37.0493,0.2015,0.3063,0.3058,6.3021,2079.8599,3019121.8479,52.904,4.9205,0.0,27.3311,360.0,77.814,11.9946,0.0,31.096,0.1189,1.1459,0.0289,0.0377,0.0,283.1752
24,69,10,0.2373,0.3123,0.2383,24.2691,0.2022,22.8586,0.2847,25.1149,0.3038,30.2691,0.2085,36.7347,0.389,27.1497,0.2024,0.2969,0.2718,6.8746,1934.0099,3818438.7012,42.5649,4.4889,0.0,25.7313,356.5335,62.6623,10.2232,0.0,29.3915,0.1151,1.1248,0.0364,0.0401,0.0,231.8042
23,55,11,0.2984,0.3516,0.2427,27.101,0.1977,30.8341,0.2327,22.2505,0.2686,26.447,0.1936,34.8522,0.4575,29.0528,0.2817,0.2911,0.3666,6.3711,1948.7162,2958764.2268,48.2854,5.1706,0.0,25.8613,310.0236,55.265,11.0314,0.0,31.73,0.0999,0.9931,0.0296,0.0366,0.0,280.259
18,72,9,0.3017,0.2724,0.195,26.9402,0.2109,26.2347,0.2212,23.7736,0.2475,21.5606,0.1852,26.9991,0.3613,33.1589,0.2329,0.2609,0.3429,7.4152,1667.5462,3849203.0718,48.0147,6.2405,0.0,32.8931,346.5311,69.7356,10.5848,0.0,23.1777,0.0868,1.1535,0.0283,0.0367,0.0,220.5132
23,70,10,0.2481,0.3665,0.2294,26.073,0.1952,22.7536,0.2758,24.5457,0.2899,25.1511,0.1949,32.2628,0.463,27.9531,0.2598,0.2911,0.3736,7.3509,1616.4356,3569514.3064,44.5132,4.7099,0.0,35.9963,294.3771,70.6475,8.6487,0.0,31.8894,0.106,1.1832,0.0319,0.0373,0.0,218.388
24,74,11,0.2777,0.2985,0.2285,26.611,0.211,29.1121,0.2177,25.2357,0.2658,30.3222,0.1543,30.5784,0.46,30.9001,0.2092,0.2896,0.3633,5.4827,2253.1666,2659841.7615,45.7134,5.8584,0.0,35.4597,297.1107,57.3843,10.5583,0.0,31.2185,0.1098,1.1786,0.0261,0.0288,0.0,229.8049
24,55,10,0.2165,0.3382,0.2462,30.5865,0.1696,25.6998,0.2771,20.205,0.3121,29.8813,0.2012,30.6363,0.4773,29.4292,0.2805,0.3075,0.3208,5.5559,2157.8557,2779759.019,46.8809,4.5294,0.0,29.2525,257.5733,57.8959,9.1274,0.0,28.4637,0.1038,1.0578,0.0352,0.0402,0.0,271.3406
20,61,9,0.2446,0.256,0.2528,31.1171,0.2021,26.8294,0.2651,26.3067,0.3282,24.6427,0.1512,29.7668,0.3686,28.9776,0.2095,0.2232,0.3471,5.6797,1705.6623,3037394.5745,46.3314,4.3135,0.0,34.4277,284.6001,56.545,9.5664,0.0,30.9236,0.1062,1.2379,0.0283,0.0321,0.0,298.0348
17,51,11,0.2144,0.3418,0.2163,23.4194,0.1513,26.8837,0.2735,20.7681,0.2651,22.1258,0.2017,31.6433,0.3745,26.5399,0.2667,0.2336,0.3022,5.612,2074.2459,3256192.8815,55.1598,5.6086,0.0,31.4594,325.5154,61.4874,12.328,0.0,25.1054,0.1037,1.1158,0.0331,0.0318,0.0,234.2386
22,58,11,0.2937,0.3425,0.2691,23.281,0.1991,30.0889,0.3053,24.2127,0.3348,30.4663,0.2016,29.7803,0.3753,29.9591,0.2739,0.2615,0.3729,5.5619,1969.5269,3566734.7619,61.1439,5.1203,0.0,27.2469,292.5471,57.9033,10.1567,0.0,27.6026,0.1158,1.0555,0.0353,0.0395,0.0,227.5973
22,73,11,0.2406,0.3425,0.2171,21.3343,0.2049,30.1872,0.2231,24.3324,0.2841,26.8363,0.1518,28.0641,0.4686,27.0886,0.2019,0.2925,0.3506,5.7672,2213.2347,3361344.6119,58.3348,5.9278,0.0,35.3026,360.0,66.7498,9.2555,0.0,29.1946,0.0935,1.1968,0.0319,0.035,0.0,269.4724
